MB (UR),2-digit level  MTWP Method of Travel to Work,Count
40003440000,Bicycle,0
40003440000,Walked only,6
40003440000,Train,0
40003440000,Bus,3
40003440000,Taxi/ride-share service,0
40003440000,Other Mode,0
40003440000,Total,6
40003450000,Motorbike/scooter,0
40003450000,"Car, as driver",17
40003450000,"Car, as passenger",0
40003450000,Bicycle,0
40003450000,Walked only,0
40003450000,Train,0
40003450000,Bus,3
40003450000,Taxi/ride-share service,0
40003450000,Other Mode,0
40003450000,Total,19
40003460000,Motorbike/scooter,0
40003460000,"Car, as driver",0
40003460000,"Car, as passenger",0
40003460000,Bicycle,0
40003460000,Walked only,5
40003460000,Train,0
40003460000,Bus,0
40003460000,Taxi/ride-share service,0
40003460000,Other Mode,0
40003460000,Total,13
40003700000,Motorbike/scooter,0
40003700000,"Car, as driver",0
40003700000,"Car, as passenger",0
40003700000,Bicycle,0
40003700000,Walked only,0
40003700000,Train,0
40003700000,Bus,0
40003700000,Taxi/ride-share service,0
40003700000,Other Mode,0
40003700000,Total,0
40003770000,Motorbike/scooter,0
40003770000,"Car, as driver",0
40003770000,"Car, as passenger",0
40003770000,Bicycle,0
40003770000,Walked only,0
40003770000,Train,0
40003770000,Bus,0
40003770000,Taxi/ride-share service,0
40003770000,Other Mode,0
40003770000,Total,0
40003780000,Motorbike/scooter,0
40003780000,"Car, as driver",0
40003780000,"Car, as passenger",0
40003780000,Bicycle,0
40003780000,Walked only,0
40003780000,Train,0
40003780000,Bus,0
40003780000,Taxi/ride-share service,0
40003780000,Other Mode,0
40003780000,Total,0
40214955000,Motorbike/scooter,0
40214955000,"Car, as driver",12
40214955000,"Car, as passenger",0
40214955000,Bicycle,5
40214955000,Walked only,9
40214955000,Train,0
40214955000,Bus,0
40214955000,Taxi/ride-share service,0
40214955000,Other Mode,0
40214955000,Total,24
40214955300,Motorbike/scooter,0
40214955300,"Car, as driver",0
40214955300,"Car, as passenger",0
40214955300,Bicycle,0
40214955300,Walked only,0
40214955300,Train,0
40214955300,Bus,0
40214955300,Taxi/ride-share service,0
40214955300,Other Mode,0
40214955300,Total,7
40214955800,Motorbike/scooter,0
40214955800,"Car, as driver",22
40214955800,"Car, as passenger",3
40214955800,Bicycle,0
40214955800,Walked only,27
40214955800,Train,0
40214955800,Bus,26
40214955800,Taxi/ride-share service,0
40214955800,Other Mode,0
40214955800,Total,82
40214956200,Motorbike/scooter,0
40214956200,"Car, as driver",6
40214956200,"Car, as passenger",0
40214956200,Bicycle,0
40214956200,Walked only,9
40214956200,Train,0
40214956200,Bus,6
40214956200,Taxi/ride-share service,0
40214956200,Other Mode,0
40214956200,Total,28
40214958700,Motorbike/scooter,0
40214958700,"Car, as driver",22
40214958700,"Car, as passenger",0
40214958700,Bicycle,0
40214958700,Walked only,31
40214958700,Train,0
40214958700,Bus,12
40214958700,Taxi/ride-share service,0
40214958700,Other Mode,0
40214958700,Total,72
40214963300,Motorbike/scooter,0
40214963300,"Car, as driver",0
40214963300,"Car, as passenger",0
40214963300,Bicycle,0
40214963300,Walked only,0
40214963300,Train,0
40214963300,Bus,0
40214963300,Taxi/ride-share service,0
40214963300,Other Mode,0
40214963300,Total,0
40214963400,Motorbike/scooter,0
40214963400,"Car, as driver",21
40214963400,"Car, as passenger",9
40214963400,Bicycle,0
40214963400,Walked only,19
40214963400,Train,0
40214963400,Bus,4
40214963400,Taxi/ride-share service,0
40214963400,Other Mode,0
40214963400,Total,51
40214964000,Motorbike/scooter,0
40214964000,"Car, as driver",0
40214964000,"Car, as passenger",0
40214964000,Bicycle,0
40214964000,Walked only,0
40214964000,Train,0
40214964000,Bus,0
40214964000,Taxi/ride-share service,0
40214964000,Other Mode,0
40214964000,Total,0
40214972900,Motorbike/scooter,0
40214972900,"Car, as driver",23
40214972900,"Car, as passenger",0
40214972900,Bicycle,0
40214972900,Walked only,12
40214972900,Train,0
40214972900,Bus,0
40214972900,Taxi/ride-share service,0
40214972900,Other Mode,0
40214972900,Total,39
40214988500,Motorbike/scooter,0
40214988500,"Car, as driver",12
40214988500,"Car, as passenger",0
40214988500,Bicycle,0
40214988500,Walked only,3
40214988500,Train,0
40214988500,Bus,3
40214988500,Taxi/ride-share service,0
40214988500,Other Mode,0
40214988500,Total,17
40214988800,Motorbike/scooter,0
40214988800,"Car, as driver",54
40214988800,"Car, as passenger",8
40214988800,Bicycle,0
40214988800,Walked only,60
40214988800,Train,4
40214988800,Bus,18
40214988800,Taxi/ride-share service,0
40214988800,Other Mode,0
40214988800,Total,148
40214989800,Motorbike/scooter,0
40214989800,"Car, as driver",5
40214989800,"Car, as passenger",0
40214989800,Bicycle,0
40214989800,Walked only,0
40214989800,Train,0
40214989800,Bus,3
40214989800,Taxi/ride-share service,0
40214989800,Other Mode,0
40214989800,Total,14
40214996100,Motorbike/scooter,0
40214996100,"Car, as driver",34
40214996100,"Car, as passenger",9
40214996100,Bicycle,0
40214996100,Walked only,37
40214996100,Train,0
40214996100,Bus,6
40214996100,Taxi/ride-share service,0
40214996100,Other Mode,0
40214996100,Total,87
40215001300,Motorbike/scooter,0
40215001300,"Car, as driver",10
40215001300,"Car, as passenger",0
40215001300,Bicycle,0
40215001300,Walked only,11
40215001300,Train,0
40215001300,Bus,12
40215001300,Taxi/ride-share service,0
40215001300,Other Mode,0
40215001300,Total,39
40215007900,Motorbike/scooter,0
40215007900,"Car, as driver",24
40215007900,"Car, as passenger",0
40215007900,Bicycle,0
40215007900,Walked only,25
40215007900,Train,0
40215007900,Bus,10
40215007900,Taxi/ride-share service,0
40215007900,Other Mode,0
40215007900,Total,64
40215023400,Motorbike/scooter,0
40215023400,"Car, as driver",0
40215023400,"Car, as passenger",0
40215023400,Bicycle,0
40215023400,Walked only,9
40215023400,Train,0
40215023400,Bus,4
40215023400,Taxi/ride-share service,0
40215023400,Other Mode,0
40215023400,Total,20
40215028000,Motorbike/scooter,0
40215028000,"Car, as driver",0
40215028000,"Car, as passenger",0
40215028000,Bicycle,0
40215028000,Walked only,4
40215028000,Train,0
40215028000,Bus,3
40215028000,Taxi/ride-share service,0
40215028000,Other Mode,0
40215028000,Total,12
40215028100,Motorbike/scooter,0
40215028100,"Car, as driver",0
40215028100,"Car, as passenger",0
40215028100,Bicycle,0
40215028100,Walked only,0
40215028100,Train,0
40215028100,Bus,0
40215028100,Taxi/ride-share service,0
40215028100,Other Mode,0
40215028100,Total,0
40215039500,Motorbike/scooter,0
40215039500,"Car, as driver",7
40215039500,"Car, as passenger",0
40215039500,Bicycle,0
40215039500,Walked only,0
40215039500,Train,0
40215039500,Bus,0
40215039500,Taxi/ride-share service,0
40215039500,Other Mode,0
40215039500,Total,8
40215046000,Motorbike/scooter,0
40215046000,"Car, as driver",18
40215046000,"Car, as passenger",7
40215046000,Bicycle,4
40215046000,Walked only,25
40215046000,Train,4
40215046000,Bus,11
40215046000,Taxi/ride-share service,0
40215046000,Other Mode,0
40215046000,Total,67
40215046300,Motorbike/scooter,0
40215046300,"Car, as driver",10
40215046300,"Car, as passenger",0
40215046300,Bicycle,7
40215046300,Walked only,6
40215046300,Train,0
40215046300,Bus,0
40215046300,Taxi/ride-share service,0
40215046300,Other Mode,0
40215046300,Total,23
40215097900,Motorbike/scooter,0
40215097900,"Car, as driver",25
40215097900,"Car, as passenger",3
40215097900,Bicycle,5
40215097900,Walked only,21
40215097900,Train,0
40215097900,Bus,0
40215097900,Taxi/ride-share service,0
40215097900,Other Mode,0
40215097900,Total,55
40215100100,Motorbike/scooter,0
40215100100,"Car, as driver",5
40215100100,"Car, as passenger",0
40215100100,Bicycle,0
40215100100,Walked only,5
40215100100,Train,0
40215100100,Bus,0
40215100100,Taxi/ride-share service,0
40215100100,Other Mode,0
40215100100,Total,14
40215127400,Motorbike/scooter,0
40215127400,"Car, as driver",0
40215127400,"Car, as passenger",0
40215127400,Bicycle,0
40215127400,Walked only,0
40215127400,Train,0
40215127400,Bus,0
40215127400,Taxi/ride-share service,0
40215127400,Other Mode,0
40215127400,Total,3
40215133500,Motorbike/scooter,0
40215133500,"Car, as driver",0
40215133500,"Car, as passenger",0
40215133500,Bicycle,0
40215133500,Walked only,0
40215133500,Train,0
40215133500,Bus,0
40215133500,Taxi/ride-share service,0
40215133500,Other Mode,0
40215133500,Total,0
40215138800,Motorbike/scooter,0
40215138800,"Car, as driver",7
40215138800,"Car, as passenger",4
40215138800,Bicycle,0
40215138800,Walked only,22
40215138800,Train,6
40215138800,Bus,11
40215138800,Taxi/ride-share service,0
40215138800,Other Mode,0
40215138800,Total,54
40215151300,Motorbike/scooter,0
40215151300,"Car, as driver",7
40215151300,"Car, as passenger",0
40215151300,Bicycle,0
40215151300,Walked only,26
40215151300,Train,6
40215151300,Bus,14
40215151300,Taxi/ride-share service,0
40215151300,Other Mode,0
40215151300,Total,49
40215151400,Motorbike/scooter,0
40215151400,"Car, as driver",6
40215151400,"Car, as passenger",0
40215151400,Bicycle,0
40215151400,Walked only,20
40215151400,Train,0
40215151400,Bus,12
40215151400,Taxi/ride-share service,0
40215151400,Other Mode,0
40215151400,Total,44
40215151700,Motorbike/scooter,0
40215151700,"Car, as driver",10
40215151700,"Car, as passenger",6
40215151700,Bicycle,0
40215151700,Walked only,10
40215151700,Train,0
40215151700,Bus,0
40215151700,Taxi/ride-share service,0
40215151700,Other Mode,0
40215151700,Total,26
40215151800,Motorbike/scooter,0
40215151800,"Car, as driver",7
40215151800,"Car, as passenger",0
40215151800,Bicycle,0
40215151800,Walked only,6
40215151800,Train,0
40215151800,Bus,0
40215151800,Taxi/ride-share service,0
40215151800,Other Mode,0
40215151800,Total,14
40215151900,Motorbike/scooter,0
40215151900,"Car, as driver",0
40215151900,"Car, as passenger",0
40215151900,Bicycle,0
40215151900,Walked only,0
40215151900,Train,0
40215151900,Bus,0
40215151900,Taxi/ride-share service,0
40215151900,Other Mode,0
40215151900,Total,0
40215152000,Motorbike/scooter,0
40215152000,"Car, as driver",24
40215152000,"Car, as passenger",3
40215152000,Bicycle,0
40215152000,Walked only,14
40215152000,Train,0
40215152000,Bus,5
40215152000,Taxi/ride-share service,0
40215152000,Other Mode,0
40215152000,Total,44
40215153600,Motorbike/scooter,0
40215153600,"Car, as driver",19
40215153600,"Car, as passenger",4
40215153600,Bicycle,0
40215153600,Walked only,62
40215153600,Train,4
40215153600,Bus,21
40215153600,Taxi/ride-share service,0
40215153600,Other Mode,0
40215153600,Total,112
40215153800,Motorbike/scooter,0
40215153800,"Car, as driver",0
40215153800,"Car, as passenger",0
40215153800,Bicycle,0
40215153800,Walked only,0
40215153800,Train,0
40215153800,Bus,0
40215153800,Taxi/ride-share service,0
40215153800,Other Mode,0
40215153800,Total,0
40215154800,Motorbike/scooter,0
40215154800,"Car, as driver",9
40215154800,"Car, as passenger",0
40215154800,Bicycle,0
40215154800,Walked only,10
40215154800,Train,0
40215154800,Bus,0
40215154800,Taxi/ride-share service,0
40215154800,Other Mode,0
40215154800,Total,21
40215154900,Motorbike/scooter,0
40215154900,"Car, as driver",16
40215154900,"Car, as passenger",3
40215154900,Bicycle,6
40215154900,Walked only,12
40215154900,Train,0
40215154900,Bus,0
40215154900,Taxi/ride-share service,0
40215154900,Other Mode,0
40215154900,Total,39
40215155500,Motorbike/scooter,0
40215155500,"Car, as driver",11
40215155500,"Car, as passenger",0
40215155500,Bicycle,3
40215155500,Walked only,11
40215155500,Train,0
40215155500,Bus,0
40215155500,Taxi/ride-share service,0
40215155500,Other Mode,0
40215155500,Total,20
40215155600,Motorbike/scooter,0
40215155600,"Car, as driver",9
40215155600,"Car, as passenger",0
40215155600,Bicycle,0
40215155600,Walked only,10
40215155600,Train,0
40215155600,Bus,5
40215155600,Taxi/ride-share service,0
40215155600,Other Mode,0
40215155600,Total,29
40215155700,Motorbike/scooter,0
40215155700,"Car, as driver",14
40215155700,"Car, as passenger",4
40215155700,Bicycle,5
40215155700,Walked only,5
40215155700,Train,0
40215155700,Bus,9
40215155700,Taxi/ride-share service,0
40215155700,Other Mode,0
40215155700,Total,27
40215155800,Motorbike/scooter,0
40215155800,"Car, as driver",58
40215155800,"Car, as passenger",7
40215155800,Bicycle,0
40215155800,Walked only,74
40215155800,Train,5
40215155800,Bus,19
40215155800,Taxi/ride-share service,3
40215155800,Other Mode,0
40215155800,Total,170
40215241600,Motorbike/scooter,0
40215241600,"Car, as driver",0
40215241600,"Car, as passenger",0
40215241600,Bicycle,0
40215241600,Walked only,0
40215241600,Train,0
40215241600,Bus,0
40215241600,Taxi/ride-share service,0
40215241600,Other Mode,0
40215241600,Total,0
40215245400,Motorbike/scooter,0
40215245400,"Car, as driver",32
40215245400,"Car, as passenger",0
40215245400,Bicycle,3
40215245400,Walked only,36
40215245400,Train,0
40215245400,Bus,5
40215245400,Taxi/ride-share service,0
40215245400,Other Mode,0
40215245400,Total,78
40215264800,Motorbike/scooter,0
40215264800,"Car, as driver",0
40215264800,"Car, as passenger",0
40215264800,Bicycle,0
40215264800,Walked only,0
40215264800,Train,0
40215264800,Bus,0
40215264800,Taxi/ride-share service,0
40215264800,Other Mode,0
40215264800,Total,0
40215269900,Motorbike/scooter,0
40215269900,"Car, as driver",6
40215269900,"Car, as passenger",0
40215269900,Bicycle,0
40215269900,Walked only,0
40215269900,Train,0
40215269900,Bus,0
40215269900,Taxi/ride-share service,0
40215269900,Other Mode,0
40215269900,Total,3
40215280300,Motorbike/scooter,0
40215280300,"Car, as driver",9
40215280300,"Car, as passenger",0
40215280300,Bicycle,0
40215280300,Walked only,4
40215280300,Train,0
40215280300,Bus,8
40215280300,Taxi/ride-share service,0
40215280300,Other Mode,0
40215280300,Total,18
40215291500,Motorbike/scooter,0
40215291500,"Car, as driver",3
40215291500,"Car, as passenger",0
40215291500,Bicycle,0
40215291500,Walked only,0
40215291500,Train,0
40215291500,Bus,0
40215291500,Taxi/ride-share service,0
40215291500,Other Mode,0
40215291500,Total,6
40215293600,Motorbike/scooter,0
40215293600,"Car, as driver",4
40215293600,"Car, as passenger",0
40215293600,Bicycle,0
40215293600,Walked only,5
40215293600,Train,0
40215293600,Bus,0
40215293600,Taxi/ride-share service,0
40215293600,Other Mode,0
40215293600,Total,4
40215297600,Motorbike/scooter,0
40215297600,"Car, as driver",11
40215297600,"Car, as passenger",4
40215297600,Bicycle,0
40215297600,Walked only,15
40215297600,Train,0
40215297600,Bus,4
40215297600,Taxi/ride-share service,0
40215297600,Other Mode,0
40215297600,Total,40
40215299300,Motorbike/scooter,0
40215299300,"Car, as driver",0
40215299300,"Car, as passenger",0
40215299300,Bicycle,0
40215299300,Walked only,0
40215299300,Train,0
40215299300,Bus,0
40215299300,Taxi/ride-share service,0
40215299300,Other Mode,0
40215299300,Total,0
40215299400,Motorbike/scooter,0
40215299400,"Car, as driver",14
40215299400,"Car, as passenger",3
40215299400,Bicycle,4
40215299400,Walked only,12
40215299400,Train,0
40215299400,Bus,0
40215299400,Taxi/ride-share service,0
40215299400,Other Mode,0
40215299400,Total,29
40243820000,Motorbike/scooter,0
40243820000,"Car, as driver",7
40243820000,"Car, as passenger",0
40243820000,Bicycle,0
40243820000,Walked only,5
40243820000,Train,0
40243820000,Bus,0
40243820000,Taxi/ride-share service,0
40243820000,Other Mode,0
40243820000,Total,12
40243830000,Motorbike/scooter,0
40243830000,"Car, as driver",11
40243830000,"Car, as passenger",0
40243830000,Bicycle,0
40243830000,Walked only,13
40243830000,Train,0
40243830000,Bus,0
40243830000,Taxi/ride-share service,0
40243830000,Other Mode,0
40243830000,Total,27
40243840000,Motorbike/scooter,0
40243840000,"Car, as driver",0
40243840000,"Car, as passenger",0
40243840000,Bicycle,0
40243840000,Walked only,0
40243840000,Train,0
40243840000,Bus,0
40243840000,Taxi/ride-share service,0
40243840000,Other Mode,0
40243840000,Total,0
40243851000,Motorbike/scooter,0
40243851000,"Car, as driver",0
40243851000,"Car, as passenger",0
40243851000,Bicycle,0
40243851000,Walked only,0
40243851000,Train,0
40243851000,Bus,0
40243851000,Taxi/ride-share service,0
40243851000,Other Mode,0
40243851000,Total,0
40243852000,Motorbike/scooter,0
40243852000,"Car, as driver",46
40243852000,"Car, as passenger",6
40243852000,Bicycle,7
40243852000,Walked only,52
40243852000,Train,8
40243852000,Bus,16
40243852000,Taxi/ride-share service,5
40243852000,Other Mode,0
40243852000,Total,140
40243860000,Motorbike/scooter,0
40243860000,"Car, as driver",6
40243860000,"Car, as passenger",4
40243860000,Bicycle,3
40243860000,Walked only,10
40243860000,Train,0
40243860000,Bus,0
40243860000,Taxi/ride-share service,0
40243860000,Other Mode,0
40243860000,Total,23
40243880000,Motorbike/scooter,0
40243880000,"Car, as driver",30
40243880000,"Car, as passenger",5
40243880000,Bicycle,3
40243880000,Walked only,31
40243880000,Train,0
40243880000,Bus,3
40243880000,Taxi/ride-share service,0
40243880000,Other Mode,0
40243880000,Total,77
40243890000,Motorbike/scooter,0
40243890000,"Car, as driver",43
40243890000,"Car, as passenger",6
40243890000,Bicycle,5
40243890000,Walked only,53
40243890000,Train,0
40243890000,Bus,21
40243890000,Taxi/ride-share service,0
40243890000,Other Mode,0
40243890000,Total,123
40243900000,Motorbike/scooter,0
40243900000,"Car, as driver",0
40243900000,"Car, as passenger",0
40243900000,Bicycle,0
40243900000,Walked only,0
40243900000,Train,0
40243900000,Bus,0
40243900000,Taxi/ride-share service,0
40243900000,Other Mode,0
40243900000,Total,0
40243910000,Motorbike/scooter,0
40243910000,"Car, as driver",11
40243910000,"Car, as passenger",0
40243910000,Bicycle,0
40243910000,Walked only,4
40243910000,Train,0
40243910000,Bus,3
40243910000,Taxi/ride-share service,0
40243910000,Other Mode,0
40243910000,Total,17
40243920000,Motorbike/scooter,0
40243920000,"Car, as driver",5
40243920000,"Car, as passenger",0
40243920000,Bicycle,0
40243920000,Walked only,4
40243920000,Train,0
40243920000,Bus,0
40243920000,Taxi/ride-share service,0
40243920000,Other Mode,0
40243920000,Total,14
40243930000,Motorbike/scooter,0
40243930000,"Car, as driver",4
40243930000,"Car, as passenger",0
40243930000,Bicycle,0
40243930000,Walked only,0
40243930000,Train,0
40243930000,Bus,0
40243930000,Taxi/ride-share service,0
40243930000,Other Mode,0
40243930000,Total,4
40243950000,Motorbike/scooter,0
40243950000,"Car, as driver",12
40243950000,"Car, as passenger",0
40243950000,Bicycle,0
40243950000,Walked only,19
40243950000,Train,0
40243950000,Bus,3
40243950000,Taxi/ride-share service,0
40243950000,Other Mode,0
40243950000,Total,37
40243960000,Motorbike/scooter,0
40243960000,"Car, as driver",0
40243960000,"Car, as passenger",0
40243960000,Bicycle,0
40243960000,Walked only,0
40243960000,Train,0
40243960000,Bus,0
40243960000,Taxi/ride-share service,0
40243960000,Other Mode,0
40243960000,Total,0
40243970000,Motorbike/scooter,0
40243970000,"Car, as driver",0
40243970000,"Car, as passenger",0
40243970000,Bicycle,0
40243970000,Walked only,0
40243970000,Train,0
40243970000,Bus,0
40243970000,Taxi/ride-share service,0
40243970000,Other Mode,0
40243970000,Total,0
40243980000,Motorbike/scooter,0
40243980000,"Car, as driver",7
40243980000,"Car, as passenger",0
40243980000,Bicycle,0
40243980000,Walked only,7
40243980000,Train,0
40243980000,Bus,5
40243980000,Taxi/ride-share service,0
40243980000,Other Mode,0
40243980000,Total,19
40243990000,Motorbike/scooter,0
40243990000,"Car, as driver",0
40243990000,"Car, as passenger",0
40243990000,Bicycle,0
40243990000,Walked only,0
40243990000,Train,0
40243990000,Bus,4
40243990000,Taxi/ride-share service,0
40243990000,Other Mode,0
40243990000,Total,3
40244000000,Motorbike/scooter,0
40244000000,"Car, as driver",12
40244000000,"Car, as passenger",3
40244000000,Bicycle,0
40244000000,Walked only,0
40244000000,Train,0
40244000000,Bus,0
40244000000,Taxi/ride-share service,0
40244000000,Other Mode,0
40244000000,Total,11
40244010000,Motorbike/scooter,0
40244010000,"Car, as driver",10
40244010000,"Car, as passenger",0
40244010000,Bicycle,0
40244010000,Walked only,10
40244010000,Train,0
40244010000,Bus,0
40244010000,Taxi/ride-share service,0
40244010000,Other Mode,0
40244010000,Total,19
40244030000,Motorbike/scooter,0
40244030000,"Car, as driver",14
40244030000,"Car, as passenger",0
40244030000,Bicycle,0
40244030000,Walked only,4
40244030000,Train,0
40244030000,Bus,3
40244030000,Taxi/ride-share service,0
40244030000,Other Mode,0
40244030000,Total,27
40244040000,Motorbike/scooter,0
40244040000,"Car, as driver",0
40244040000,"Car, as passenger",0
40244040000,Bicycle,0
40244040000,Walked only,4
40244040000,Train,0
40244040000,Bus,0
40244040000,Taxi/ride-share service,0
40244040000,Other Mode,0
40244040000,Total,5
40244050000,Motorbike/scooter,0
40244050000,"Car, as driver",10
40244050000,"Car, as passenger",0
40244050000,Bicycle,0
40244050000,Walked only,0
40244050000,Train,0
40244050000,Bus,0
40244050000,Taxi/ride-share service,0
40244050000,Other Mode,0
40244050000,Total,10
40244060000,Motorbike/scooter,0
40244060000,"Car, as driver",10
40244060000,"Car, as passenger",0
40244060000,Bicycle,0
40244060000,Walked only,3
40244060000,Train,0
40244060000,Bus,0
40244060000,Taxi/ride-share service,0
40244060000,Other Mode,0
40244060000,Total,14
40244070000,Motorbike/scooter,0
40244070000,"Car, as driver",10
40244070000,"Car, as passenger",3
40244070000,Bicycle,4
40244070000,Walked only,8
40244070000,Train,0
40244070000,Bus,0
40244070000,Taxi/ride-share service,0
40244070000,Other Mode,0
40244070000,Total,23
40244080000,Motorbike/scooter,0
40244080000,"Car, as driver",0
40244080000,"Car, as passenger",0
40244080000,Bicycle,0
40244080000,Walked only,0
40244080000,Train,0
40244080000,Bus,0
40244080000,Taxi/ride-share service,0
40244080000,Other Mode,0
40244080000,Total,0
40244091000,Motorbike/scooter,0
40244091000,"Car, as driver",9
40244091000,"Car, as passenger",0
40244091000,Bicycle,0
40244091000,Walked only,8
40244091000,Train,0
40244091000,Bus,4
40244091000,Taxi/ride-share service,6
40244091000,Other Mode,0
40244091000,Total,24
40244092000,Motorbike/scooter,0
40244092000,"Car, as driver",11
40244092000,"Car, as passenger",0
40244092000,Bicycle,0
40244092000,Walked only,0
40244092000,Train,0
40244092000,Bus,0
40244092000,Taxi/ride-share service,0
40244092000,Other Mode,0
40244092000,Total,14
40244101000,Motorbike/scooter,0
40244101000,"Car, as driver",3
40244101000,"Car, as passenger",0
40244101000,Bicycle,0
40244101000,Walked only,0
40244101000,Train,0
40244101000,Bus,0
40244101000,Taxi/ride-share service,0
40244101000,Other Mode,0
40244101000,Total,3
40244102000,Motorbike/scooter,0
40244102000,"Car, as driver",0
40244102000,"Car, as passenger",0
40244102000,Bicycle,0
40244102000,Walked only,0
40244102000,Train,0
40244102000,Bus,0
40244102000,Taxi/ride-share service,0
40244102000,Other Mode,0
40244102000,Total,0
40244120000,Motorbike/scooter,0
40244120000,"Car, as driver",4
40244120000,"Car, as passenger",0
40244120000,Bicycle,0
40244120000,Walked only,7
40244120000,Train,0
40244120000,Bus,0
40244120000,Taxi/ride-share service,0
40244120000,Other Mode,0
40244120000,Total,15
40244130000,Motorbike/scooter,0
40244130000,"Car, as driver",6
40244130000,"Car, as passenger",0
40244130000,Bicycle,0
40244130000,Walked only,4
40244130000,Train,0
40244130000,Bus,0
40244130000,Taxi/ride-share service,0
40244130000,Other Mode,0
40244130000,Total,8
40244140000,Motorbike/scooter,0
40244140000,"Car, as driver",0
40244140000,"Car, as passenger",0
40244140000,Bicycle,0
40244140000,Walked only,0
40244140000,Train,0
40244140000,Bus,0
40244140000,Taxi/ride-share service,0
40244140000,Other Mode,0
40244140000,Total,9
40244150000,Motorbike/scooter,0
40244150000,"Car, as driver",0
40244150000,"Car, as passenger",0
40244150000,Bicycle,0
40244150000,Walked only,0
40244150000,Train,0
40244150000,Bus,0
40244150000,Taxi/ride-share service,0
40244150000,Other Mode,0
40244150000,Total,0
40244160000,Motorbike/scooter,0
40244160000,"Car, as driver",0
40244160000,"Car, as passenger",0
40244160000,Bicycle,0
40244160000,Walked only,0
40244160000,Train,0
40244160000,Bus,0
40244160000,Taxi/ride-share service,0
40244160000,Other Mode,0
40244160000,Total,0
40244170000,Motorbike/scooter,0
40244170000,"Car, as driver",0
40244170000,"Car, as passenger",0
40244170000,Bicycle,0
40244170000,Walked only,0
40244170000,Train,0
40244170000,Bus,0
40244170000,Taxi/ride-share service,0
40244170000,Other Mode,0
40244170000,Total,0
40244180000,Motorbike/scooter,0
40244180000,"Car, as driver",0
40244180000,"Car, as passenger",0
40244180000,Bicycle,0
40244180000,Walked only,0
40244180000,Train,0
40244180000,Bus,0
40244180000,Taxi/ride-share service,0
40244180000,Other Mode,0
40244180000,Total,0
40244190000,Motorbike/scooter,0
40244190000,"Car, as driver",0
40244190000,"Car, as passenger",0
40244190000,Bicycle,0
40244190000,Walked only,0
40244190000,Train,0
40244190000,Bus,0
40244190000,Taxi/ride-share service,0
40244190000,Other Mode,0
40244190000,Total,4
40244200000,Motorbike/scooter,0
40244200000,"Car, as driver",0
40244200000,"Car, as passenger",0
40244200000,Bicycle,0
40244200000,Walked only,3
40244200000,Train,0
40244200000,Bus,0
40244200000,Taxi/ride-share service,0
40244200000,Other Mode,0
40244200000,Total,3
40244230000,Motorbike/scooter,0
40244230000,"Car, as driver",0
40244230000,"Car, as passenger",0
40244230000,Bicycle,0
40244230000,Walked only,0
40244230000,Train,0
40244230000,Bus,0
40244230000,Taxi/ride-share service,0
40244230000,Other Mode,0
40244230000,Total,0
40244240000,Motorbike/scooter,0
40244240000,"Car, as driver",0
40244240000,"Car, as passenger",0
40244240000,Bicycle,0
40244240000,Walked only,7
40244240000,Train,0
40244240000,Bus,3
40244240000,Taxi/ride-share service,0
40244240000,Other Mode,0
40244240000,Total,11
40244250000,Motorbike/scooter,0
40244250000,"Car, as driver",0
40244250000,"Car, as passenger",0
40244250000,Bicycle,0
40244250000,Walked only,0
40244250000,Train,0
40244250000,Bus,0
40244250000,Taxi/ride-share service,0
40244250000,Other Mode,0
40244250000,Total,0
40244271000,Motorbike/scooter,0
40244271000,"Car, as driver",0
40244271000,"Car, as passenger",0
40244271000,Bicycle,0
40244271000,Walked only,0
40244271000,Train,0
40244271000,Bus,11
40244271000,Taxi/ride-share service,0
40244271000,Other Mode,0
40244271000,Total,15
40244272000,Motorbike/scooter,0
40244272000,"Car, as driver",0
40244272000,"Car, as passenger",0
40244272000,Bicycle,0
40244272000,Walked only,0
40244272000,Train,0
40244272000,Bus,0
40244272000,Taxi/ride-share service,0
40244272000,Other Mode,0
40244272000,Total,0
40244281000,Motorbike/scooter,0
40244281000,"Car, as driver",26
40244281000,"Car, as passenger",10
40244281000,Bicycle,0
40244281000,Walked only,35
40244281000,Train,0
40244281000,Bus,19
40244281000,Taxi/ride-share service,3
40244281000,Other Mode,0
40244281000,Total,94
40244282000,Motorbike/scooter,0
40244282000,"Car, as driver",0
40244282000,"Car, as passenger",0
40244282000,Bicycle,0
40244282000,Walked only,0
40244282000,Train,0
40244282000,Bus,0
40244282000,Taxi/ride-share service,0
40244282000,Other Mode,0
40244282000,Total,0
40244300000,Motorbike/scooter,0
40244300000,"Car, as driver",25
40244300000,"Car, as passenger",4
40244300000,Bicycle,0
40244300000,Walked only,19
40244300000,Train,0
40244300000,Bus,10
40244300000,Taxi/ride-share service,0
40244300000,Other Mode,0
40244300000,Total,54
40244311000,Motorbike/scooter,0
40244311000,"Car, as driver",9
40244311000,"Car, as passenger",0
40244311000,Bicycle,0
40244311000,Walked only,12
40244311000,Train,0
40244311000,Bus,7
40244311000,Taxi/ride-share service,0
40244311000,Other Mode,0
40244311000,Total,39
40244312000,Motorbike/scooter,0
40244312000,"Car, as driver",0
40244312000,"Car, as passenger",0
40244312000,Bicycle,0
40244312000,Walked only,0
40244312000,Train,0
40244312000,Bus,0
40244312000,Taxi/ride-share service,0
